#GENE SYNS
ANOS1	KAL1,KALIG-1,WFDC19,KALIG-1,WFDC19,KALIG-1,WFDC19
KARS	DFNB89,KARS1,KARS2
KATNA1	.
KATNB1	.
KCNA1	AEMK,HUK1,Kv1.1,MBK1,RBK1
KCNA10	Kv1.8
APPBP2	Hs.84084,KIAA0228,PAT1
KCNA2	HK4,Kv1.2
KCNA3	HLK3,HPCN3,Kv1.3,MK3
KCNA4	KCNA4L,HK1,HPCN2,Kv1.4
KCNA5	HK2,HPCN1,Kv1.5
KCNA6	HBK2,Kv1.6,PPP1R96
KCNA7	HAK6,Kv1.7
KCNAB1	AKR6A3,hKvb3,hKvBeta3,KCNA1B,Kvb1.3
KCNAB2	AKR6A5,HKvbeta2.1,HKvbeta2.2,KCNA2B
KCNAB3	AKR6A9,KCNA3B
KCNB1	Kv2.1
KCNB2	Kv2.2
KCNC1	Kv3.1
KCNC2	Kv3.2
KCNC3	SCA13,Kv3.3
KCNC4	C1orf30,HKSHIIIC,Kv3.4
KCND1	Kv4.1
KCND2	KIAA1044,Kv4.2,RK5
KCND3	SCA22,KSHIVB,Kv4.3,KSHIVB,Kv4.3
KCNE1	ISK,JLNS2,LQT5,minK
KCNE5	KCNE1L
KCNE2	LQT6,MiRP1
KCNE3	HOKPP,MiRP2
KCNE4	MiRP3
KCNF1	KCNF,IK8,kH1,Kv5.1
KCNG1	KCNG,K13,kH2,Kv6.1
KCNG2	KCNF2,Kv6.2
KCNH1	eag,eag1,h-eag,Kv10.1
KCNH2	LQT2,erg1,HERG,Kv11.1
KCNH3	BEC1,elk2,Kv12.2
KCNH4	elk1,Kv12.3
KCNH5	eag2,H-EAG2,Kv10.2
KCNJ1	Kir1.1,ROMK1
KCNJ10	Kir1.2,Kir4.1
KCNJ11	BIR,Kir6.2
KCNJ12	KCNJN1,hIRK1,IRK2,Kir2.2,Kir2.2v
KCNJ13	Kir1.4,Kir7.1,LCA16
APRT	.
KCNJ14	IRK4,Kir2.4
KCNJ15	IRKK,Kir1.3,Kir4.2
KCNJ16	BIR9,Kir5.1
KCNJ2	IRK1,Kir2.1,LQT7
KCNJ3	GIRK1,KGA,Kir3.1
KCNJ4	HIR,hIRK2,HRK1,IRK3,Kir2.3
KCNJ5	CIR,GIRK4,KATP1,Kir3.4,LQT13
KCNJ6	KCNJ7,BIR1,GIRK2,hiGIRK2,KATP2,Kir3.2
KCNJ8	Kir6.1
KCNJ9	GIRK3,Kir3.3
KCNK1	DPK,K2p1.1,TWIK-1
KCNK10	K2p10.1,PPP1R97,TREK2,TREK-2
KCNK12	K2p12.1,THIK2,THIK-2
KCNK13	K2p13.1,THIK1,THIK-1
KCNK2	K2p2.1,TREK-1
KCNK3	K2p3.1,TASK,TASK-1
KCNK4	K2p4.1,TRAAK
KCNK5	K2p5.1,TASK-2
KCNK6	K2p6.1,TWIK-2
KCNK7	K2p7.1
KCNK9	K2p9.1,TASK3,TASK-3
KCNMA1	SLO,KCa1.1,mSLO1
KCNMB1	hslo-beta
KCNMB2	.
KCNMB3	KCNMB2,KCNMBL
KCNMB4	.
KCNN1	hSK1,KCa2.1
KCNN2	hSK2,KCa2.2
KCNN3	hSK3,KCa2.3,SKCA3
KCNN4	hIKCa1,hKCa4,hSK4,IK,KCa3.1
KCNQ1	LQT,JLNS1,KCNA8,Kv7.1,KVLQT1,LQT1,JLNS1,KCNA8,Kv7.1,KVLQT1,LQT1
KCNQ2	EBN1,BFNC,ENB1,HNSPC,KCNA11,Kv7.2,BFNC,ENB1,HNSPC,KCNA11,Kv7.2
KCNQ3	EBN2,Kv7.3
KCNQ4	DFNA2,Kv7.4
KCNQ5	Kv7.5
SHROOM2	APXL
KCNS1	Kv9.1
KCNS2	Kv9.2
KCNS3	Kv9.3
KDELR1	ERD2,ERD2.1,HDEL
KDELR2	ELP-1,ERD2.2
KDELR3	.
KDR	CD309,FLK1,VEGFR,VEGFR2
KEL	CD238,ECE3
KERA	CNA2,SLRR2B
KHK	.
KHSRP	FBP2,FUBP2,KSRP
KIF1C	SAX2,SPAX2,SPG58
KIF2A	KIF2,HK2
KIF3A	FLA10,KLP-20
KIF3B	FLA8,KIAA0359,KLP-11
KIF3C	.
KIF4B	.
KIF5A	SPG10,D12S1889,MY050,NKHC
KIF5B	KNS1,KNS
KIF5C	.
KIFC3	.
KIN	KIN17,Rts2
KIR2DL1	47.11,CD158A,cl-42,nkat1,p58.1
AQP1	CO,CHIP28
KIR2DL2	CD158B1,CD158k,cl-43,nkat6
KIR2DL3	CD158B2,cl-6,nkat2,nkat2a,nkat2b,p58
KIR2DL4	15.212,103AS,CD158D
KIR2DS1	CD158H,EB6ActI,EB6ActII
KIR2DS2	183ActI,CD158J,cl-49,nkat5
KIR2DS3	nkat7
KIR2DS4	CD158i,cl-39,KKA3,nkat8
KIR2DS5	CD158G,nkat9
KIR3DL1	KIR,AMB11,CD158E1,CD158e1/2,CD158e2,cl-11,cl-2,nkat3,NKB1,NKB1B
KIR3DL2	CD158K,cl-5,nkat4,nkat4a,nkat4b
AQP2	.
KIR3DS1	nkat10
KISS1	.
KIT	PBT,CD117,C-Kit,SCFR
KITLG	MGF,DFNA69,FPH2,Kitl,KL-1,SCF,SF,SLF
KL	.
KLF1	EKLF
KLF12	AP2REP,AP-2rep,HSPC122
KLF2	LKLF
KLF4	EZF,GKLF
KLF5	BTEB2,CKLF,IKLF
KLF7	UKLF
KLF8	BKLF3,DXS741,ZNF741
KLHL1	FLJ30047,KIAA1490,MRP2
KLHL2	MAV
KLHL3	KIAA1129
KLHL4	DKELCHL,KHL4,KIAA1687
KLHL5	.
KLK1	Klk6
KLK10	PRSSL1,NES1
KLK11	PRSS20,TLSP
AQP3	GIL
KLK12	KLK-L5
KLK13	KLK-L4
KLK14	KLK-L6
KLK2	.
KLK3	APS,PSA
KLK4	PRSS17,EMSP,EMSP1,KLK-L1,PSTS
KLK5	KLK-L2,SCTE
KLK6	PRSS9,Bssp,Klk7,neurosin,Bssp,Klk7,neurosin
KLK7	PRSS6,SCCE
KLK8	PRSS19,HNP,neuropsin,ovasin,TADG14
AQP4	MIWC
KLK9	KLK-L3
KLKB1	KLK3
KLRB1	NKR,CD161,CLEC5B,hNKR-P1A,NKR-P1,NKR-P1A
KLRC1	NKG2,CD159a,NKG2-A,NKG2-B
KLRC2	CD159c,NKG2-C
KLRC3	NKG2-E
KLRC4	NKG2-F
KLRD1	CD94
AQP5	.
KLRG1	2F1,CLEC15A,MAFA,MAFA-L
KMO	.
KNG1	BDK,KNG,BK,BK
KLC1	KNS2,hKLC1B,hKLC1G,hKLC1J,hKLC1N,hKLC1P,hKLC1R,hKLC1S,KLC,KNS2A
KIF11	KNSL1,Eg5,HKSP,TRIP5
KIFC1	KNSL2,HSET
AQP6	AQP2L
KIF25	KNSL3
KIF22	KNSL4,Kid,OBP-1,OBP-2
KIF23	KNSL5,MKLP1,MKLP-1
KIF2C	KNSL6,CT139,MCAK
KPNA1	IPOA5,NPI-1,RCH2,SRP1
KPNA2	RCH1,IPOA1,QIP2,SRP1alpha
KPNA3	hSRP1,IPOA4,SRP1gamma,SRP4
KPNA4	IPOA3,MGC12217,MGC26703,QIP1,SRP3
KPNA5	IPOA6,SRP6
KPNA6	FLJ11249,IPOA7,KPNA7,MGC17918
AQP7	AQP7L,AQP9,AQPap
KPNB1	IMB1,Impnb,IPO1,IPOB,MGC2155,MGC2156,MGC2157,NTF97
TNPO1	KPNB2,IPO2,MIP,MIP1,TRN
IPO5	RANBP5,IMB3,MGC2068,Pse1,IMB3,MGC2068,Pse1
KPTN	20000
KRAS	KRAS2,KRAS1
MAFB	KRML
KRT1	EHK1,KRT1A
KRT10	KPP,CK10,K10
KRT12	K12
KRT13	CK13,K13,MGC161462,MGC3781
KRT14	EBS3,EBS4
AQP8	.
KRT15	CK15,K15,K1CO
KRT16	NEPPK
KRT17	PCHC1
AQP9	HsT17287,SSC1
KRT18	.
KRT19	CK19,K19,K1CS,MGC15366
KRT23	CK23,DKFZP434G032,HAIK1,K23,MGC26158
KRT2	KRT2A,KRTE
AR	SBMA,AIS,HUMARA,NR3C4,SMAX1,AIS,HUMARA,NR3C4,SMAX1
KRT3	CK3,K3
KRT4	CYK4,CK4,K4
KRT5	EBS2,KRT5A
KRT6A	KRT6D,CK6C,CK6D,K6C,K6D,CK6C,CK6D,K6C,K6D
KRT6B	KRTL1
KRT7	CK7,K2C7,K7,SCL
KRT8	CARD2,CK8,CYK8,K2C8,K8,KO
KRT9	CK-9,EPPK,K9
KRT31	KRTHA1,Ha-1
KRT32	KRTHA2,Ha-2
KRT33A	KRTHA3A,Ha-3I,Krt1-3
KRT33B	KRTHA3B,Ha-3II
KRT34	KRTHA4,Ha-4
KRT35	KRTHA5,Ha-5
KRT36	KRTHA6
KRT37	KRTHA7
KRT38	KRTHA8
KRT81	KRTHB1,Hb-1
KRT82	KRTHB2,Hb-2
ARAF	ARAF1
KRT83	KRTHB3,Hb-3
KRT84	KRTHB4,Hb-4
KRT85	KRTHB5,Hb-5
KRT86	KRTHB6,Hb6,MNX
KSR1	KSR,RSU2
KTN1	CG1,KIAA0004,KNT
KYNU	.
L1CAM	S10,SPG1,CD171,CD171,CD171,CD171,CD171,CD171
LAD1	.
AFF3	LAF4,MLLT2-like
LAG3	CD223
LAIR1	CD305
LAIR2	CD306
ARC	Arg3.1,KIAA0278
LALBA	LYZL7
LAMA1	LAMA
LAMA2	LAMM
LAMA3	LAMNA,BM600-150kDa,epiligrin,kalinin-165kDa,nicein-150kDa
LAMA4	LAMA3
LAMA5	.
LAMB1	CLM
LAMB2	LAMS,NPHS5
ARCN1	COPD
LAMB3	LAMNB1,BM600-125kDa,kalinin-140kDa,nicein-125kDa
LAMB4	.
LAMC1	LAMB2
LAMC2	LAMNB2,BM600-100kDa,kalinin-105kDa,nicein-100kDa,BM600-100kDa,kalinin-105kDa,nicein-100kDa,BM600-100kDa,kalinin-105kDa,nicein-100kDa,BM600-100kDa,kalinin-105kDa,nicein-100kDa
LAMC3	DKFZp434E202
LAMP1	CD107a
LAMP2	CD107b
RPSA	LAMR1,37LRP,LRP,p40,SA
LANCL1	GPR69A,p40
LANCL2	GPR69B,TASP
AREG	AREGB,SDGF
STMN1	LAP18,FLJ32206,Lag,OP18,PP17,PP19,PR22,SMN,FLJ32206,Lag,OP18,PP17,PP19,PR22,SMN
LARGE1	LARGE,KIAA0609
LARS	FLJ10595,FLJ21788,HSPC192,LARS1,LEUS,RNTLS
LASP1	Lasp-1,MLN50
LATS1	WARTS
LATS2	.
LBP	BPIFD2
LBR	DHCR14B,TDRD18
ARF1	.
LCAT	.
LCK	.
LCN1	MGC71975,PMFA,TLC,TP,VEGP
LCN2	24p3,NGAL
LCP1	CP64,LC64P,L-PLASTIN,PLS2
LCP2	SLP76,SLP-76
LCT	.
LDB1	CLIM2,NLI
LDB2	CLIM1,LDB1
LDHA	.
ARF3	.
LDHB	.
LDHC	CT32
COG1	LDLB,KIAA1381
COG2	LDLC
LDLR	LDLCQ2
LDOC1	BCUR1,39142,Mart7,RTL7,SIRH7
ARF4	ARF2
LECT2	chm2,chm-II
LEF1	TCF10,TCF1ALPHA,TCF7L3
LEFTY1	LEFTB,LEFTYB
LEP	OB,OBS
LEPR	CD295,OBR
LEPROTL1	my047,Vps55
LETM1	SLC55A1
ARL4D	ARF4L
LFNG	SCDO3
LGALS1	GBP
LGALS2	HL14
LGALS3	LGALS2,GALIG,MAC-2
LGALS3BP	90K,BTBD17B,CyCAP,gp90,M2BP,MAC-2-BP,TANGO10B
LGALS4	GAL4
LGALS7	GAL7,LGALS7A,PIG1,TP53I1
LGALS8	PCTA-1
LGALS9	LGALS9A
LGI1	EPT,EPITEMPIN,ETL1,IB1099
ARF5	.
EIF2D	LGTN
LHB	CGB4,hLHB,LSH-B
LHCGR	HHG,LCGR,LGR2,LHR,ULG5
LHFPL6	LHFP,MGC22429
LHFPL1	.
LHFPL2	KIAA0206
LHFPL3	LHFPL4
ARF6	.
LHX1	LIM1,LIM-1
LHX2	hLhx2,LH-2
LHX3	.
LIF	CDF,DIA,HILDA
LIFR	CD118
LIG1	.
ABCD2	ALDL1,ALDR,ALDRP
TRIM23	ARFD1,ARD1,RNF46
LIG3	LIG2
LIG4	.
LILRA1	CD85i,LIR6,LIR-6
LILRA2	CD85h,ILT1,LIR7,LIR-7
LILRA3	CD85e,HM31,HM43,ILT6,LIR4,LIR-4
LILRB1	CD85,CD85j,ILT2,LIR1,LIR-1,MIR-7,PIRB,PIR-B
LILRB2	CD85d,ILT4,LIR2,LIR-2,MIR10,MIR-10
LILRB3	CD85a,HL9,ILT5,LIR3,LIR-3,PIRB,PIR-B
LILRB4	CD85k,HM18,ILT3,LIR5,LIR-5
LILRB5	CD85c,LIR8,LIR-8
ARFGAP3	ARFGAP1
LIM2	MP17,MP19
LIMD1	.
LIMK1	LIMK
LIMK2	.
LIMS1	PINCH,PINCH1
LIPA	CESD,LAL
LIPC	HL,HTGL
ARFRP1	ARL18,ARP,Arp1
LIPE	HSL
LIPF	HGL,HLAL
LIPG	EDL
LLGL1	LLGL,Lgl1,Mgl1,Lgl1,Mgl1,Lgl1,Mgl1,Lgl1,Mgl1
LLGL2	HGL,Hugl-2
ARG1	.
LMAN1	F5F8D,ERGIC53,ERGIC-53,FMFD1,gp58,MCFD1,MR60
LMAN1L	ERGIC-53L,ERGL
LMCD1	.
LMNA	PRO1,HGPS,MADA,HGPS,MADA,HGPS,MADA,HGPS,MADA,HGPS,MADA
LMNB1	.
LMNB2	LMN2
ARG2	.
LMO1	RBTN1,RHOM1,TTG1
LMO2	RBTNL1,RBTN2,RHOM2,TTG2
LMO3	RBTNL2,DAT1,Rhom-3
LMO4	.
PRICKLE3	LMO6
LMO7	FBXO20,FBX20,KIAA0858
LMOD1	1D,64kD,D1
LMOD2	.
LMOD3	.
LMX1A	LMX1,LMX1.1
LMX1B	NPS1
LNPEP	CAP,IRAP,PLAP,P-LAP
LNX1	LNX,MPDZ,PDZRN2
VWA5A	LOH11CR2A,BCSC-1
LOR	.
LOX	.
LOXL1	LOL,LOXL
LOXL2	LOR,WS9-14
LPA	LP,Lp(a)
RHOA	ARHA,Rho12,RhoA,RHOH12,Rho12,RhoA,RHOH12
LPL	LIPD
LPO	SPO
LPP	.
RHOB	ARHB,MST081,RhoB,RHOH6,MST081,RhoB,RHOH6
LRAT	LCA14
RHOC	ARH9,ARHC,RhoC,RhoC
LRMP	JAW1
LRCH4	LRN,LRRN1
LRP1	IGFBP3R1,APOER,CD91,LRP,LRP1A,APOER,CD91,LRP,LRP1A,APOER,CD91,LRP,LRP1A,APOER,CD91,LRP,LRP1A
LRP1B	LRPDIT,LRP-DIT
LRP2	DBS,gp330
LRP3	hLRp105,LRP-3
LRP4	CLSS,LRP-4,MEGF7,SOST2
LRP5	OPPG,BMND1,EVR4,HBM,LR3,OPS,OPTA1,VBCH2,BMND1,EVR4,HBM,LR3,OPS,OPTA1,VBCH2,BMND1,EVR4,HBM,LR3,OPS,OPTA1,VBCH2
LRP6	ADCAD2
ABCD3	PXMP1,PMP70,ZWS2
RHOD	ARHD,Rho,RhoD,RhoHP1
LRP8	APOER2,HSZ75190,LRP-8,MCI1
LRPAP1	A2MRAP,RAP,HBP44,HBP44
LRRFIP1	FLAP-1,FLIIAP1,GCF-2,HUFI-1,TRIP
LRRFIP2	HUFI-2
LSAMP	IGLON3,LAMP
LSP1	WP34
LSS	OSC
LTA	TNFB,LT,TNFSF1
RND3	ARHE,Rho8,RhoE
LTA4H	.
LTB	TNFC,p33,TNFSF3
LTB4R	P2RY7,BLTR,LTB4R1,P2Y7,BLTR,LTB4R1,P2Y7,BLTR,LTB4R1,P2Y7
LTBP1	.
LTBP2	C14orf141,LTBP3
LTBP3	LTBP2
LTBP4	FLJ46318,FLJ90018,LTBP-4,LTBP-4L
LTBR	D12S370,TNFCR,TNFR2-RP,TNF-R-III,TNFR-RP,TNFRSF3
LTC4S	MGC33147
RHOG	ARHG,MGC125835,MGC125836,RhoG
LTF	HLF2
LTK	TYK1
BCAM	LU,CD239
LUC7L	hLuc7B1,Luc7,LUC7B1
LUM	LDC,SLRR2D
CD180	LY64,Ly78,RP105
LY6E	RIG-E,SCA-2,TSA-1
LY6H	NMLY6
LY75	CD205,CLEC13B,DEC-205
ARHGAP1	CDC42GAP,Cdc42GAP,p50rhoGAP,RhoGAP
LY9	CD229,hly9,mLY9,SLAMF3
NCR1	LY94,CD335,NKP46,NK-p46
NCR2	LY95,CD336,NK-p44
LYL1	bHLHa18
LYN	JTK8
LYPLA1	LPL1
LYPLA2	APT-2
ARHGAP4	C1,KIAA0131,p115,RhoGAP4,SrGAP4
LYZ	.
LZTFL1	BBS17
LZTR1	BTBD29,LZTR-1
CAPRIN1	M11S1,caprin-1,RNG105,caprin-1,RNG105
NBR1	M17S2,1A1-3B,CA125,KIAA0049
ARHGAP5	GFI2,p190-B,p190BRhoGAP,RhoGAP5
M6PR	CD-M6PR,CD-MPR
MAB21L1	CAGR1
MAB21L2	.
MARCKS	MACS,80K-L,PKCSL
ARHGAP6	rhoGAPX-1
MXD1	MAD,bHLHc58,MAD1
MAD1L1	HsMAD1,MAD1,PIG9,TP53I9,TXBP181
MAD2L1	HSMAD2,MAD2
MAD2L2	FANCV,MAD2B,POLZ2,REV7
MADCAM1	MACAM1
MADD	DENN,KIAA0358,RAB3GEP
SMAD1	MADH1,JV4-1,MADR1
SMAD2	MADH2,JV18-1,MADR2
SMAD3	MADH3,HsT17436,JV15-2
ARHGAP8	BPGAP1,FLJ20185
SMAD4	MADH4,DPC4
SMAD5	MADH5,Dwfc,JV5-1
SMAD6	MADH6,MADH7,HsT17432,HsT17432
SMAD7	MADH7,MADH8
SMAD9	MADH9,SMAD8,SMAD8/9,SMAD8,SMAD8/9
ZFYVE9	MADHIP,PPP1R173,SARA,SMADIP
MAF	c-MAF
ARHGDIA	GDIA1,RHOGDI
MAFF	hMafF
MAFG	MGC13090,MGC20149
MAFK	NFE2U,P18
MAG	GMA,SIGLEC4A,SIGLEC-4A,S-MAG
ARHGDIB	RAP1GN1,Ly-GDI,RhoGDI2,Ly-GDI,RhoGDI2,Ly-GDI,RhoGDI2
MAGEA1	MAGE1,CT1.1,MGC9326
MAGEA10	MAGE10,CT1.10,MGC10599
MAGEA11	MAGE11,CT1.11,MAGE-11,MAGEA-11,MGC10511
MAGEA12	MAGE12,CT1.12
ABCD4	PXMP1L,EST352188,P70R,PMP69
ARHGDIG	RHOGDI-3
MAGEA2	MAGE2,CT1.2,MAGEA2A
MAGEA3	MAGE3,CT1.3,HIP8,HYPD,MGC14613
MAGEA4	MAGE4,CT1.4,MAGE-41,MAGE4A,MAGE4B,MAGE-X2,MGC21336
MAGEA6	MAGE6,CT1.6,MAGE3B,MAGE-3b
MAGEA8	MAGE8,CT1.8,MGC2182
MAGEA9	MAGE9,CT1.9,MGC8421
MAGEB1	CT3.1,DAM10,MAGEL1,MAGE-Xp,MGC9322
MAGEB2	CT3.2,DAM6,MAGE-XP-2,MGC26438
ARHGEF1	LBCL2,P115-RHOGEF,SUB1.5
MAGEB3	CT3.5
MAGEB4	CT3.6,MGC33144
MAGEC1	CT7,CT7.1,MAGE-C1,MGC39366
MAGED1	DLXIN-1,NRAGE
MAGEL2	NDNL1,nM15
MAGOH	MAGOH1,MAGOHA
MAK	dJ417M14.2,RP62
MAL	.
MALL	BENE
MALT1	MLT,PCASP1
ARHGEF2	GEF-H1,KIAA0651,LFP40,P40
MAN1A1	.
MAN1A2	MAN1B
MAN1B1	ERManI,MANA-ER,MRT15
MAN2A1	MANA2,GOLIM7
MAN2A2	HsT19662,MANA2X
MAN2B1	MANB,LAMAN
MAN2C1	MANA,MANA1
ARHGEF3	DKFZP434F2429,GEF3,STA3,XPLN
MANBA	.
MAOA	.
MAOB	.
MAP1A	MAP1L
MAP1B	MAP5,PPP1R102
MAP1LC3A	ATG8E,LC3,LC3A,MAP1ALC3,MAP1BLC3
MAP2	MAP2A,MAP2B,MAP2C
ARHGEF4	ASEF,KIAA1112,STM6
MAP2K1	PRKMK1,MAPKK1,MEK1
MAP2K2	PRKMK2,MEK2
MAP2K3	PRKMK3,MAPKK3,MEK3,MKK3
MAP2K4	SERK1,JNKK1,MEK4,MKK4,PRKMK4
MAP2K5	PRKMK5,HsT17454,MAPKK5,MEK5
MAP2K6	PRKMK6,MAPKK6,MEK6,MKK6,SAPKK3
MAP2K7	PRKMK7,Jnkk2,MKK7
MAP3K1	MEKK1,MAPKKK1,MEKK
MAP3K10	MLK2,MEKK10,MST
ARHGEF6	MRX46,alphaPIX,alpha-PIX,Cool2,Cool-2,KIAA0006
MAP3K11	PTK1,MEKK11,SPRK,MEKK11,SPRK
MAP3K12	ZPK,DLK,MEKK12,MUK,ZPKP1
MAP3K13	LZK,MEKK13
MAP3K14	FTDCR1B,HS,HSNIK,NIK
MAP3K2	MEKK2,MEKK2B
MAP3K3	MEKK3,MAPKKK3
MAP3K4	MEKK4,KIAA0213,MAPKKK4,MTK1
MAP3K5	MEKK5,ASK1,MAPKKK5
MAP3K6	ASK2,MAPKKK6,MEKK6
MAP3K7	TAK1,MEKK7
RHOH	ARHH,RhoH,TTF
MAP3K8	ESTF,c-COT,EST,MEKK8,Tpl-2,c-COT,EST,MEKK8,Tpl-2
MAP3K9	MLK1,MEKK9,PRKE1
MAP4	.
MAP4K1	HPK1
MAP4K2	RAB8IP,BL44,GCK
MAP4K3	RAB8IPL1,GLK,MAPKKKK3
MAP4K4	FLH21957,HGK,NIK
MAP4K5	GCKR,KHS,KHS1
MAP6	FLJ41346,KIAA1878,MAP6-N,STOP
MAP7	E-MAP-115
DIRAS3	ARHI,NOEY2
MAPK1	PRKM2,ERK,ERK2,MAPK2,p41mapk,ERK,ERK2,MAPK2,p41mapk
MAPK10	PRKM10,JNK3,p493F12,p54bSAPK
MAPK11	PRKM11,p38-2,p38Beta,SAPK2
MAPK12	SAPK3,ERK6,p38gamma,PRKM12,SAPK-3
MAPK13	PRKM13,p38delta,SAPK4
MAPK14	CSPB1,Mxi2,p38,PRKM14,PRKM15,Mxi2,p38,PRKM14,PRKM15,Mxi2,p38,PRKM14,PRKM15
MAPK3	PRKM3,ERK1,p44erk1,p44mapk
MAPK4	PRKM4,Erk3-related,Erk4
MAPK6	PRKM6,ERK3,HsT17250,p97MAPK
RHOJ	RASL7B,FLJ14445,TCL,FLJ14445,TCL
MAPK7	PRKM7,BMK1,ERK5
MAPK8	PRKM8,JNK,JNK1,SAPK1
MAPK8IP1	PRKM8IP,IB1,JIP1,JIP-1
MAPK8IP2	PRKM8IPL,IB2,JIP2
MAPK8IP3	JIP3,JSAP1,KIAA1066,syd
MAPK9	PRKM9,JNK2,p54a,SAPK
MAPKAPK2	.
MAPKAPK3	3pK,3PK,MAPKAP3
MAPKAPK5	PRAK
ARIH1	ARI,HARI,HHARI,UBCH7BP
MAPRE1	EB1
MAPRE2	EB1,EB2,RP1
MAPRE3	EB3,RP3
MAPT	MAPTL,FLJ31424,FTDP-17,MGC138549,MSTD,MTBT1,MTBT2,PPND,PPP1R103,tau,TAU,FLJ31424,FTDP-17,MGC138549,MSTD,MTBT1,MTBT2,PPND,PPP1R103,tau,TAU
MARCO	SCARA2,SR-A6
MARK1	MARK,PAR-1C
MARK3	CTAK1,KP78,PAR-1A
MARS	CMT2U,MetRS,SPG70
MAS1	.
ABCE1	RNS4I,OABP,RLI,RLI1,OABP,RLI,RLI1,OABP,RLI,RLI1
ARIH2	TRIAD1
MASP1	CRARF,PRSS5,MASP,MASP
MASP2	MASP1P1
MAT1A	MAT,MATA1,SAMS,SAMS1
MAT2A	MATA2,MATII,SAMS2
MAT2B	MATIIbeta,SDR23E1
MATK	CHK,CTK,DKFZp434N1212,HHYLTK,HYL,HYLTK,Lsk,MGC1708,MGC2101
MATN1	CMP,CRTM
MATN2	.
MATN3	EDM5,HOA
PHOX2A	FEOM2,CFEOM2,PMX2A,CFEOM2,PMX2A
MATN4	.
MATR3	MPD2,KIAA0723,MGC9105,VCPDM
MAX	bHLHd4,bHLHd5,bHLHd6,bHLHd7,bHLHd8
MAZ	Pur-1,ZF87,Zif87,ZNF801
MB	PVALB
MBD1	CXXC3,PCM1
MBD2	.
MBD3	.
MBD4	MED1
ARL1	ARFL1
MBL2	MBL,COLEC1
MBNL1	MBNL,EXP,EXP35,EXP40,EXP42,KIAA0428
LAPTM4A	MBNT,HUMORF13,KIAA0108,LAPTM4,Mtrp
MBP	.
MC1R	MSH-R
ARL2	ARFL2
MC2R	ACTHR
MC3R	MC3
MC4R	.
MC5R	.
MCAM	CD146,MUC18
MCC	.
MCCC1	MCCA
MCCC2	MCCB
CHST6	MCDC1
ARL3	ARFL3
MCF2	ARHGEF21,DBL
MCL1	BCL2L3,Mcl-1
MCM2	CDCL1,BM28,cdc19,D3S3194,DFNA70,KIAA0030,BM28,cdc19,D3S3194,DFNA70,KIAA0030
MCM3	.
MCM3AP	GANP,KIAA0572,Map80,SAC3
MCM4	CDC21,CDC54,hCdc21,MGC33310,P1-Cdc21
MCM5	CDC46
MCM6	Mis5
ARL4A	ARL4
MCM7	MCM2,CDC47,PPP1R104
CD46	MIC10,MGC26544,TLX,TRA2.10,MGC26544,TLX,TRA2.10
MCPH1	BRIT1,FLJ12847
ARL5A	ARL5
MCRS1	ICP22BP,INO80Q,MCRS2,MSP58,P78
SMCP	MCSP
MDFI	I-mfa
DNAJB9	MDG1
ARL6IP1	ARL6IP,AIP1,ARMER,KIAA0069,SPG61
MDH1	.
MDH2	.
MDK	NEGF2,FLJ27379,MK
MDM2	HDM2,MGC5370
MDM4	HDMX,MDMX
ARL4C	ARL7,LAK
ME1	.
ME2	.
ME3	.
MEA1	MEA
MECP2	MRX79,RTT
MEF2A	RSRFC4,RSRFC9
MEF2B	RSRFR2
MEF2C	.
MEF2D	.
MEFV	MEF,FMF,TRIM20
A2M	CPAMD5,FWP007,S863-7
ABCF1	ABC50,EST123147
ARNT	bHLHe2,HIF-1beta
MEIS1	.
MEIS2	HsT18361,MRG1
RAB8A	MEL,RAB8
ARNTL	bHLHe5,BMAL1,JAP3,MOP3,PASD3
MEN1	.
MEOX1	MOX1
MEOX2	GAX,MOX2
MEP1A	PPHA
MEP1B	.
MERTK	c-Eyk,mer,RP38,Tyro12
MEST	PEG1
MET	DFNB97,HGFR,RCCP2
ARPC1A	Arc40,SOP2Hs,SOP2L
METTL1	C12orf1,TRM8,TRMT8
MFAP1	AMP
MFAP2	MAGP,MAGP-1
MFAP3	.
MFAP4	.
MFGE8	SPAG10,BA46,EDIL1,hP47,HsT19888,MFG-E8,OAcGD3S,SED1
MELTF	MFI2,CD228,FLJ38863,MAP97,MGC4856,MTf,MTF1
MFNG	.
ARPC1B	ARC41,p40-ARC,p41-ARC
MGAM	MGA
MGAT1	MGAT,GLCNAC-TI,GNT-1,GnTI,GLCNAC-TI,GNT-1,GnTI
MGAT2	GNT-II
MGAT3	GNT-III
MGAT4A	GnT-4a,GnT-Iva
MGAT4B	GnT-Ivb
MGAT5	GNT-V
ARPC2	ARC34,p34-Arc
SCGB2A2	MGB1,MGC71974,UGB2
SCGB2A1	MGB2,LPHC,MGC71973,UGB3
OGA	MGEA5,MEA5,NCOAT
MGMT	.
ARPC3	ARC21,p21-Arc
MGP	.
MGST1	GST12,MGST-I
MGST2	MGST-II
MGST3	GST-III
CIITA	MHC2TA,C2TA,NLRA
ARPC4	ARC20,p20-Arc
MIA	CD-RAP
ARPC5	ARC16,dJ127C7.3,p16-Arc
CD99	MIC2
MICA	PERB11.1
MICB	PERB11.2
MID1	FXY,OS,RNF59,TRIM18
MID2	FXY2,MRX101,RNF60,TRIM1
MIF	GLIF,GIF
